Aerial Duels Lost,Aerial Duels Won,Blocks,Passess Blocked,Shots Blocked,Shots on Target Blocked,Carries into Final Third,Carries into Penalty Area,Carries,Dispossessions,Miscontrols,Progressive Distance via Carries,Attempted Dribbles,Nutmegs,Successful Dribbles,npxG,xG,GCA,Red Cards,Yellow Cards,Crosses,Number of times fouled,Fouls,Own Goals,Offsides,Number of Penalty Kicks Conceded,Number of Penalty Kicks Won,Recoveries,Minutes,Pressures in Attacking 3rd,Pressures in Defensive 3rd,Pressures in Middle 3rd,Pressures,Successful Pressues,Receiving_Prog,Passes Received,Pass Targets,SCA,Goals,Shots,Shots on Target,Tackles in Attacking 3rd,Tackles in Defensive 3rd,Tackles in Middle 3rd,Tackles Attempted,Tackles Won,Team Country,Team Name,Touches in Attacking 3rd,Touches in Attacking Penalty Area,Touches in Defensive 3rd,Touches in Defensive Penalty Area,Touches in Middle 3rd,Touches,Player Name,Assists,Nationality,xA,Key Passes,Passes into Final Third,Interceptions,Passes into Penalty Area,Crosses into Penalty Area,Clearances,Errors,Age,MP,Dribbles contested,Number of times dribbled past,Dribblers tackled,Position 1,Position 2,Position 3
1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,12.0,0.0,1.0,107.0,3.0,0.0,1.0,0.1,0.1,0.0,0,0,1,1,0,0,0,0.0,0.0,2.0,25.0,0.0,2.0,5.0,7.0,2.0,2.0,12.0,18.0,2.0,0,1,1,0.0,0.0,0.0,0.0,0,ITA,Atalanta,9.0,2.0,3.0,0.0,6.0,16.0,Jeremie Boga,0,CIV,0.1,1.0,0.0,0,0.0,0.0,1.0,0.0,25.0,1.0,1.0,1.0,0.0,FW,,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,2.0,11.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,ITA,Atalanta,0.0,0.0,3.0,1.0,4.0,7.0,Matteo Ruggeri,0,ITA,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,DF,,
3.0,7.0,5.0,4.0,1.0,0.0,4.0,0.0,276.0,2.0,1.0,975.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,5,4,0,0,0.0,0.0,47.0,360.0,2.0,14.0,9.0,25.0,12.0,0.0,290.0,293.0,4.0,0,0,0,0.0,2.0,1.0,3.0,2,FRA,Lyon,12.0,2.0,167.0,30.0,226.0,379.0,Castello Lukeba,0,FRA,0.0,0.0,25.0,8,1.0,0.0,12.0,0.0,19.0,4.0,2.0,1.0,1.0,DF,,
6.0,5.0,4.0,3.0,1.0,0.0,8.0,1.0,213.0,2.0,2.0,492.0,2.0,0.0,1.0,0.8,0.8,1.0,0,0,4,9,5,0,0,1.0,0.0,38.0,360.0,14.0,15.0,14.0,43.0,12.0,10.0,234.0,252.0,9.0,1,5,1,1.0,5.0,7.0,13.0,6,FRA,Lyon,89.0,7.0,80.0,13.0,189.0,338.0,Nicolas Tagliafico,0,ARG,0.1,3.0,24.0,9,6.0,1.0,5.0,0.0,30.0,4.0,5.0,3.0,2.0,DF,,
7.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,89.0,8.0,7.0,87.0,5.0,0.0,2.0,1.6,2.4,1.0,0,1,4,6,6,0,0,0.0,0.0,12.0,354.0,28.0,3.0,18.0,49.0,11.0,40.0,108.0,169.0,6.0,2,9,6,5.0,1.0,1.0,7.0,3,FRA,Lyon,83.0,27.0,7.0,1.0,58.0,142.0,Alexandre Lacazette,1,FRA,0.2,3.0,5.0,3,4.0,1.0,1.0,0.0,31.0,4.0,5.0,2.0,3.0,FW,,
5.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,259.0,0.0,1.0,851.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,2,2,0,0,0.0,0.0,35.0,349.0,0.0,13.0,7.0,20.0,13.0,0.0,290.0,296.0,2.0,0,0,0,0.0,5.0,2.0,7.0,6,FRA,Lyon,7.0,2.0,168.0,34.0,242.0,381.0,Thiago Mendes,0,BRA,0.0,0.0,15.0,9,1.0,0.0,14.0,0.0,30.0,4.0,5.0,0.0,5.0,DF,,
7.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,257.0,4.0,7.0,538.0,6.0,0.0,5.0,0.2,0.2,1.0,0,0,0,3,7,0,0,0.0,0.0,36.0,342.0,9.0,16.0,37.0,62.0,20.0,8.0,279.0,287.0,8.0,0,6,0,3.0,3.0,8.0,14.0,9,FRA,Lyon,66.0,2.0,64.0,9.0,236.0,350.0,Johann Lepenant,0,FRA,0.3,3.0,28.0,6,2.0,0.0,4.0,0.0,19.0,4.0,16.0,7.0,9.0,MF,,
1.0,1.0,8.0,7.0,1.0,0.0,20.0,3.0,294.0,8.0,2.0,1000.0,9.0,0.0,6.0,0.1,0.1,0.0,0,0,13,9,2,0,0,0.0,0.0,26.0,341.0,13.0,21.0,16.0,50.0,20.0,11.0,283.0,299.0,11.0,0,3,1,3.0,8.0,3.0,14.0,10,FRA,Lyon,126.0,7.0,77.0,5.0,219.0,383.0,Malo Gusto,0,FRA,0.6,10.0,19.0,7,10.0,6.0,3.0,0.0,19.0,4.0,13.0,6.0,7.0,DF,,
6.0,3.0,1.0,1.0,0.0,0.0,12.0,7.0,152.0,7.0,8.0,458.0,15.0,0.0,7.0,1.0,1.0,1.0,0,0,9,2,1,0,0,0.0,0.0,21.0,338.0,14.0,4.0,12.0,30.0,8.0,43.0,160.0,223.0,14.0,1,8,4,0.0,1.0,1.0,2.0,1,FRA,Lyon,120.0,40.0,10.0,1.0,82.0,196.0,Karl Toko Ekambi,1,CMR,2.0,9.0,4.0,3,4.0,0.0,0.0,0.0,29.0,4.0,2.0,0.0,2.0,FW,MF,
2.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,133.0,7.0,4.0,340.0,11.0,1.0,5.0,2.4,2.4,2.0,0,0,5,6,3,0,2,0.0,1.0,28.0,305.0,22.0,7.0,13.0,42.0,13.0,18.0,143.0,179.0,5.0,4,11,6,2.0,1.0,1.0,4.0,3,FRA,Lyon,110.0,16.0,14.0,1.0,90.0,195.0,Tete,1,BRA,0.1,1.0,7.0,3,6.0,0.0,1.0,0.0,22.0,4.0,5.0,3.0,2.0,FW,MF,
1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,129.0,1.0,3.0,221.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,6,4,2,0,0,0.0,0.0,12.0,165.0,6.0,6.0,18.0,30.0,10.0,6.0,147.0,164.0,2.0,0,1,0,0.0,2.0,1.0,3.0,1,FRA,Lyon,49.0,3.0,21.0,4.0,105.0,170.0,Corentin Tolisso,0,FRA,0.1,1.0,20.0,2,5.0,1.0,0.0,0.0,28.0,4.0,2.0,2.0,0.0,MF,,
2.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,105.0,2.0,2.0,155.0,3.0,0.0,1.0,0.4,0.4,1.0,0,0,1,3,2,0,0,0.0,0.0,15.0,159.0,6.0,5.0,19.0,30.0,7.0,11.0,120.0,139.0,7.0,0,5,1,0.0,0.0,4.0,4.0,4,FRA,Lyon,41.0,9.0,26.0,4.0,91.0,150.0,Lucas Paqueta,0,BRA,0.2,3.0,8.0,1,3.0,1.0,3.0,0.0,25.0,2.0,5.0,3.0,2.0,MF,,
3.0,2.0,5.0,5.0,0.0,0.0,4.0,0.0,118.0,1.0,2.0,287.0,2.0,0.0,2.0,0.1,0.1,0.0,0,1,2,0,7,0,0,0.0,0.0,24.0,153.0,9.0,6.0,21.0,36.0,17.0,10.0,126.0,137.0,6.0,0,3,2,0.0,1.0,1.0,2.0,2,FRA,Lyon,50.0,5.0,20.0,3.0,99.0,162.0,Maxence Caqueret,0,FRA,0.4,4.0,23.0,2,5.0,0.0,0.0,0.0,22.0,3.0,5.0,4.0,1.0,MF,,
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,74.0,1.0,2.0,167.0,5.0,0.0,2.0,0.1,0.1,0.0,0,0,0,0,1,0,0,0.0,0.0,8.0,73.0,4.0,5.0,4.0,13.0,2.0,2.0,79.0,83.0,0.0,0,1,1,1.0,2.0,1.0,4.0,3,FRA,Lyon,28.0,3.0,12.0,1.0,65.0,98.0,Jeff Reine-Adelaide,0,FRA,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,1.0,MF,,
0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,37.0,2.0,1.0,143.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,3,0,0,0.0,0.0,1.0,71.0,8.0,3.0,10.0,21.0,6.0,4.0,39.0,42.0,3.0,0,1,0,1.0,1.0,1.0,3.0,2,FRA,Lyon,23.0,3.0,4.0,0.0,24.0,46.0,Romain Faivre,0,FRA,0.0,1.0,3.0,0,1.0,1.0,1.0,0.0,24.0,2.0,1.0,0.0,1.0,MF,,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.0,29.0,2.0,1.0,4.0,7.0,2.0,2.0,15.0,17.0,2.0,0,0,0,0.0,0.0,1.0,1.0,0,FRA,Lyon,4.0,0.0,2.0,0.0,14.0,20.0,Houssem Aouar,0,FRA,0.2,1.0,2.0,0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0,MF,,
0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,57.0,2.0,3.0,385.0,6.0,1.0,0.0,0.3,0.3,4.0,0,0,6,0,0,0,0,0.0,0.0,5.0,56.0,0.0,1.0,0.0,1.0,0.0,6.0,59.0,67.0,8.0,0,5,2,1.0,0.0,0.0,1.0,1,FRA,Lyon,64.0,15.0,3.0,0.0,16.0,77.0,Rayan Cherki,2,FRA,0.3,3.0,0.0,1,2.0,1.0,0.0,0.0,19.0,4.0,2.0,1.0,1.0,FW,DF,
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,2.0,1.0,70.0,1.0,0.0,0.0,0.2,0.2,0.0,0,0,1,0,0,0,0,0.0,0.0,1.0,33.0,2.0,0.0,7.0,9.0,5.0,3.0,14.0,22.0,1.0,0,1,0,2.0,0.0,1.0,3.0,2,FRA,Lyon,15.0,7.0,2.0,0.0,7.0,20.0,Bradley Barcola,0,FRA,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,20.0,3.0,1.0,1.0,0.0,FW,MF,
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0,0,0,0,0,0,0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,23.0,0.0,1,4,2,0.0,0.0,0.0,0.0,0,FRA,Lyon,12.0,5.0,0.0,0.0,5.0,16.0,Moussa Dembele,0,FRA,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,FW,,
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,3.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,11.0,13.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,FRA,Lyon,2.0,0.0,4.0,0.0,14.0,17.0,Henrique,0,BRA,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,1.0,0.0,DF,,
6.0,6.0,7.0,7.0,0.0,0.0,9.0,3.0,191.0,13.0,3.0,627.0,16.0,0.0,9.0,1.2,1.2,1.0,0,2,5,13,5,0,0,0.0,0.0,43.0,450.0,14.0,21.0,37.0,72.0,26.0,15.0,183.0,202.0,12.0,0,13,4,3.0,6.0,5.0,14.0,11,GER,Dortmund,93.0,16.0,54.0,5.0,156.0,271.0,Jude Bellingham,0,ENG,0.3,4.0,22.0,5,7.0,0.0,3.0,0.0,19.0,5.0,5.0,4.0,1.0,MF,,
10.0,17.0,6.0,4.0,2.0,0.0,3.0,1.0,195.0,0.0,1.0,616.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2,0,3,7,0,0,0.0,0.0,50.0,450.0,2.0,16.0,11.0,29.0,12.0,1.0,207.0,208.0,4.0,0,0,0,0.0,6.0,6.0,12.0,8,GER,Dortmund,10.0,2.0,175.0,40.0,145.0,310.0,Nico Schlotterbeck,0,GER,0.4,1.0,9.0,8,1.0,0.0,15.0,0.0,22.0,5.0,9.0,5.0,4.0,DF,,
10.0,4.0,4.0,3.0,1.0,0.0,13.0,2.0,106.0,5.0,9.0,436.0,2.0,0.0,2.0,1.3,1.3,2.0,0,2,4,8,7,0,1,0.0,0.0,23.0,449.0,21.0,13.0,49.0,83.0,23.0,28.0,115.0,144.0,11.0,2,12,3,3.0,3.0,4.0,10.0,9,GER,Dortmund,78.0,17.0,26.0,3.0,87.0,171.0,Marco Reus,2,GER,0.6,6.0,8.0,4,1.0,0.0,1.0,1.0,33.0,5.0,3.0,3.0,0.0,MF,,
11.0,13.0,8.0,6.0,2.0,0.0,2.0,0.0,165.0,2.0,0.0,608.0,0.0,0.0,0.0,0.1,0.1,0.0,0,1,0,2,4,0,0,0.0,0.0,41.0,421.0,1.0,14.0,11.0,26.0,5.0,1.0,185.0,186.0,3.0,0,2,0,0.0,1.0,3.0,4.0,6,GER,Dortmund,6.0,2.0,144.0,39.0,146.0,272.0,Mats Hummels,0,GER,0.0,0.0,11.0,7,0.0,0.0,15.0,0.0,33.0,5.0,8.0,6.0,2.0,DF,,
3.0,3.0,3.0,3.0,0.0,0.0,7.0,3.0,174.0,3.0,4.0,623.0,6.0,0.0,4.0,0.2,0.2,0.0,0,0,6,5,2,0,0,0.0,0.0,32.0,348.0,6.0,17.0,16.0,39.0,14.0,11.0,163.0,173.0,10.0,1,5,1,1.0,5.0,4.0,10.0,7,GER,Dortmund,70.0,9.0,85.0,12.0,144.0,272.0,Raphael Guerreiro,0,POR,0.6,4.0,17.0,11,3.0,0.0,4.0,0.0,28.0,4.0,12.0,5.0,7.0,DF,,
15.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,19.0,3.0,3.0,41.0,1.0,0.0,1.0,0.7,0.7,0.0,0,1,2,2,3,0,5,0.0,0.0,7.0,345.0,15.0,2.0,8.0,25.0,6.0,11.0,35.0,53.0,2.0,1,8,4,2.0,0.0,0.0,2.0,2,GER,Dortmund,18.0,8.0,10.0,7.0,27.0,54.0,Anthony Modeste,0,FRA,0.1,1.0,1.0,1,0.0,0.0,7.0,0.0,34.0,4.0,3.0,1.0,2.0,FW,,
1.0,3.0,8.0,6.0,2.0,0.0,5.0,2.0,108.0,2.0,2.0,386.0,5.0,0.0,3.0,0.1,0.1,2.0,0,1,10,7,5,0,1,0.0,0.0,21.0,290.0,3.0,9.0,12.0,24.0,7.0,5.0,103.0,115.0,7.0,1,5,2,0.0,2.0,1.0,3.0,5,GER,Dortmund,47.0,5.0,55.0,7.0,87.0,174.0,Marius Wolf,0,GER,0.5,2.0,6.0,7,2.0,0.0,6.0,0.0,27.0,5.0,4.0,3.0,1.0,DF,,
3.0,2.0,3.0,2.0,1.0,0.0,5.0,4.0,83.0,2.0,4.0,296.0,8.0,0.0,5.0,0.1,0.1,1.0,0,0,14,1,1,0,3,0.0,0.0,15.0,270.0,10.0,4.0,15.0,29.0,12.0,16.0,90.0,107.0,9.0,1,3,2,0.0,2.0,0.0,2.0,2,GER,Dortmund,61.0,8.0,16.0,1.0,62.0,125.0,Julian Brandt,2,GER,0.9,5.0,2.0,0,1.0,0.0,0.0,0.0,26.0,5.0,4.0,2.0,2.0,FW,MF,
2.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,52.0,3.0,0.0,125.0,2.0,0.0,2.0,0.1,0.1,0.0,0,1,4,1,6,0,0,0.0,0.0,18.0,249.0,2.0,7.0,5.0,14.0,5.0,7.0,61.0,68.0,2.0,0,2,0,0.0,2.0,1.0,3.0,3,GER,Dortmund,40.0,4.0,30.0,11.0,47.0,112.0,Thomas Meunier,0,BEL,0.0,0.0,5.0,2,1.0,0.0,7.0,0.0,30.0,4.0,5.0,2.0,3.0,DF,,
3.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,95.0,2.0,2.0,299.0,5.0,0.0,3.0,0.1,0.1,0.0,0,0,1,2,3,0,0,0.0,0.0,20.0,182.0,6.0,12.0,23.0,41.0,18.0,2.0,96.0,101.0,1.0,0,3,0,1.0,2.0,5.0,8.0,7,GER,Dortmund,25.0,0.0,42.0,4.0,83.0,141.0,Mahmoud Dahoud,0,GER,0.1,1.0,7.0,5,2.0,0.0,3.0,0.0,26.0,3.0,4.0,2.0,2.0,MF,,
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,93.0,1.0,0.0,1.0,0.2,0.2,1.0,0,0,1,2,2,0,0,0.0,0.0,13.0,180.0,0.0,9.0,8.0,17.0,5.0,1.0,63.0,64.0,4.0,0,1,0,0.0,0.0,2.0,2.0,2,GER,Dortmund,9.0,1.0,18.0,1.0,60.0,85.0,Salih Ozcan,1,TUR,0.2,3.0,5.0,3,1.0,1.0,0.0,0.0,24.0,2.0,3.0,2.0,1.0,MF,,
2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,47.0,2.0,3.0,144.0,15.0,0.0,3.0,0.9,0.9,2.0,0,0,1,7,3,0,0,0.0,0.0,5.0,161.0,5.0,8.0,7.0,20.0,3.0,7.0,46.0,53.0,4.0,1,4,2,0.0,0.0,0.0,0.0,0,GER,Dortmund,30.0,5.0,10.0,1.0,20.0,55.0,Jamie Bynoe-Gittens,0,ENG,0.0,1.0,2.0,1,2.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,FW,MF,
4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,44.0,2.0,4.0,183.0,2.0,0.0,1.0,0.1,0.1,0.0,0,0,2,3,1,0,0,0.0,0.0,6.0,152.0,4.0,3.0,11.0,18.0,3.0,7.0,49.0,64.0,6.0,0,2,1,0.0,0.0,1.0,1.0,0,GER,Dortmund,34.0,4.0,9.0,2.0,26.0,65.0,Donyell Malen,0,NED,0.4,4.0,4.0,1,2.0,0.0,1.0,0.0,23.0,2.0,2.0,1.0,1.0,FW,,
1.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,30.0,1.0,2.0,66.0,3.0,0.0,1.0,0.6,0.6,1.0,0,0,1,0,1,0,0,0.0,0.0,4.0,82.0,4.0,4.0,6.0,14.0,6.0,11.0,31.0,41.0,4.0,0,4,2,0.0,0.0,0.0,0.0,0,GER,Dortmund,26.0,6.0,1.0,0.0,14.0,39.0,Karim Adeyemi,0,GER,0.3,2.0,0.0,0,2.0,1.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,FW,,
7.0,1.0,4.0,4.0,0.0,0.0,1.0,2.0,57.0,3.0,2.0,217.0,6.0,1.0,3.0,0.3,0.3,0.0,0,1,6,3,10,0,3,0.0,0.0,15.0,212.0,27.0,7.0,21.0,55.0,13.0,13.0,66.0,87.0,5.0,0,5,3,1.0,2.0,3.0,6.0,4,GER,Dortmund,53.0,8.0,17.0,3.0,41.0,103.0,Thorgan Hazard,0,BEL,0.2,3.0,0.0,2,2.0,0.0,3.0,0.0,29.0,5.0,5.0,2.0,3.0,FW,DF,
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,4.0,14.0,5.0,0.0,1.0,0.7,0.7,1.0,0,0,1,4,1,0,0,0.0,0.0,4.0,100.0,15.0,4.0,14.0,33.0,13.0,3.0,20.0,38.0,3.0,1,2,2,0.0,3.0,1.0,4.0,4,GER,Dortmund,15.0,5.0,6.0,0.0,10.0,30.0,Youssoufa Moukoko,1,GER,0.3,2.0,0.0,0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,FW,,
0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,2.0,2.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,3,0,0,0.0,0.0,16.0,80.0,2.0,5.0,10.0,17.0,6.0,0.0,28.0,29.0,1.0,0,0,0,2.0,1.0,0.0,3.0,3,GER,Dortmund,6.0,0.0,21.0,2.0,32.0,56.0,Emre Can,0,GER,0.0,0.0,3.0,0,0.0,0.0,3.0,0.0,28.0,2.0,2.0,0.0,2.0,MF,DF,
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,9.0,42.0,1.0,2.0,0.0,3.0,2.0,0.0,17.0,17.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,GER,Dortmund,3.0,1.0,19.0,5.0,8.0,29.0,Niklas Sule,0,GER,0.0,0.0,2.0,1,1.0,0.0,1.0,0.0,27.0,3.0,0.0,0.0,0.0,DF,,
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,61.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,2.0,37.0,1.0,0.0,0.0,1.0,1.0,2.0,7.0,8.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,GER,Dortmund,3.0,0.0,2.0,0.0,8.0,11.0,Gio Reyna,0,USA,0.1,1.0,0.0,0,1.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,FW,,
3.0,8.0,8.0,6.0,2.0,0.0,4.0,0.0,150.0,0.0,0.0,538.0,0.0,0.0,0.0,0.2,0.2,0.0,0,0,1,2,4,0,0,0.0,0.0,25.0,270.0,1.0,17.0,19.0,37.0,17.0,1.0,159.0,159.0,0.0,0,2,0,1.0,5.0,2.0,8.0,6,ESP,Barcelona,11.0,2.0,106.0,20.0,121.0,220.0,Eric Garcia,0,ESP,0.0,0.0,10.0,3,3.0,1.0,6.0,0.0,21.0,,3.0,2.0,1.0,DF,,
4.0,7.0,2.0,2.0,0.0,0.0,3.0,1.0,92.0,6.0,9.0,133.0,6.0,0.0,2.0,3.2,3.2,2.0,0,0,3,8,4,0,2,0.0,0.0,12.0,270.0,24.0,0.0,11.0,35.0,11.0,32.0,109.0,135.0,14.0,4,14,8,2.0,0.0,1.0,3.0,1,ESP,Barcelona,74.0,26.0,2.0,1.0,61.0,131.0,Robert Lewandowski,0,POL,0.6,7.0,5.0,0,8.0,1.0,1.0,0.0,34.0,,1.0,1.0,0.0,FW,,
3.0,1.0,4.0,4.0,0.0,0.0,7.0,0.0,178.0,3.0,3.0,562.0,6.0,0.0,4.0,0.3,0.3,4.0,0,0,0,6,2,0,0,0.0,0.0,16.0,251.0,21.0,8.0,25.0,54.0,11.0,8.0,182.0,191.0,18.0,1,4,1,1.0,2.0,2.0,5.0,4,ESP,Barcelona,63.0,5.0,26.0,2.0,155.0,226.0,Pedri,0,ESP,0.5,7.0,21.0,4,4.0,0.0,3.0,0.0,19.0,,8.0,7.0,1.0,MF,,
2.0,0.0,6.0,6.0,0.0,0.0,7.0,9.0,134.0,4.0,3.0,577.0,15.0,0.0,5.0,0.8,0.8,2.0,0,1,9,4,3,0,0,0.0,0.0,11.0,242.0,18.0,5.0,11.0,34.0,7.0,21.0,140.0,168.0,16.0,1,12,4,2.0,1.0,2.0,5.0,4,ESP,Barcelona,137.0,18.0,9.0,1.0,52.0,187.0,Ousmane Dembele,2,FRA,0.8,10.0,6.0,1,7.0,1.0,0.0,0.0,25.0,,4.0,3.0,1.0,FW,,
3.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,120.0,1.0,2.0,522.0,0.0,0.0,0.0,0.1,0.1,0.0,0,1,1,2,2,0,0,0.0,0.0,14.0,240.0,0.0,7.0,12.0,19.0,7.0,1.0,131.0,137.0,0.0,0,1,0,0.0,2.0,2.0,4.0,2,ESP,Barcelona,10.0,4.0,53.0,4.0,123.0,175.0,Ronald Araujo,0,URU,0.0,0.0,20.0,1,1.0,0.0,4.0,0.0,23.0,,3.0,1.0,2.0,DF,,
3.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,85.0,2.0,2.0,193.0,0.0,0.0,0.0,0.2,0.2,0.0,0,0,6,4,3,0,0,0.0,0.0,13.0,203.0,26.0,6.0,27.0,59.0,17.0,16.0,85.0,96.0,8.0,0,3,0,2.0,1.0,3.0,6.0,4,ESP,Barcelona,52.0,11.0,9.0,1.0,63.0,117.0,Gavi Paez,0,ESP,0.4,4.0,5.0,2,4.0,1.0,1.0,0.0,18.0,,2.0,0.0,2.0,MF,,
4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,96.0,3.0,2.0,168.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,0,5,5,0,0,0.0,0.0,34.0,164.0,4.0,5.0,14.0,23.0,6.0,3.0,99.0,100.0,5.0,0,1,1,1.0,0.0,1.0,2.0,2,ESP,Barcelona,25.0,2.0,27.0,3.0,99.0,147.0,Sergio Busquets,0,ESP,0.0,0.0,22.0,3,2.0,0.0,3.0,0.0,34.0,,1.0,1.0,0.0,MF,,
0.0,3.0,1.0,1.0,0.0,0.0,5.0,2.0,67.0,1.0,3.0,222.0,5.0,0.0,3.0,0.0,0.0,1.0,0,0,2,1,2,0,1,0.0,0.0,17.0,153.0,4.0,14.0,7.0,25.0,7.0,5.0,63.0,70.0,3.0,0,1,0,1.0,1.0,1.0,3.0,2,ESP,Barcelona,36.0,5.0,15.0,3.0,64.0,105.0,Alejandro Balde,1,ESP,0.3,2.0,4.0,2,0.0,0.0,0.0,0.0,18.0,,2.0,1.0,1.0,DF,FW,
1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,348.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0,0,1,0,0,0,0.0,0.0,10.0,149.0,1.0,3.0,6.0,10.0,6.0,0.0,127.0,127.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0,ESP,Barcelona,1.0,1.0,87.0,21.0,67.0,148.0,Andreas Christensen,0,DEN,0.0,0.0,7.0,2,0.0,0.0,2.0,0.0,26.0,,2.0,2.0,0.0,DF,,
1.0,2.0,5.0,5.0,0.0,0.0,6.0,10.0,97.0,2.0,2.0,433.0,10.0,1.0,6.0,0.4,0.4,3.0,0,0,12,2,1,0,1,0.0,0.0,14.0,146.0,12.0,1.0,11.0,24.0,5.0,23.0,99.0,107.0,15.0,0,7,1,2.0,0.0,3.0,5.0,3,ESP,Barcelona,110.0,24.0,4.0,1.0,39.0,147.0,Raphinha,1,BRA,0.9,8.0,2.0,4,11.0,3.0,0.0,0.0,25.0,,3.0,2.0,1.0,FW,,
1.0,3.0,1.0,1.0,0.0,0.0,5.0,1.0,94.0,4.0,5.0,464.0,3.0,0.0,2.0,0.2,0.2,0.0,0,0,3,5,3,0,0,0.0,0.0,9.0,145.0,5.0,6.0,12.0,23.0,7.0,7.0,104.0,108.0,10.0,0,1,1,1.0,1.0,2.0,4.0,3,ESP,Barcelona,35.0,5.0,23.0,3.0,83.0,129.0,Frenkie de Jong,0,NED,0.3,4.0,9.0,1,4.0,1.0,1.0,0.0,25.0,,0.0,0.0,0.0,MF,,
