Aerial Duels Lost,Aerial Duels Won,Blocks,Passess Blocked,Shots Blocked,Shots on Target Blocked,Carries into Final Third,Carries into Penalty Area,Carries,Dispossessions,Miscontrols,Progressive Distance via Carries,Attempted Dribbles,Nutmegs,Successful Dribbles,npxG,xG,GCA,Red Cards,Yellow Cards,Crosses,Number of times fouled,Fouls,Own Goals,Offsides,Number of Penalty Kicks Conceded,Number of Penalty Kicks Won,Recoveries,Minutes,Pressures in Attacking 3rd,Pressures in Defensive 3rd,Pressures in Middle 3rd,Pressures,Successful Pressues,Receiving_Prog,Passes Received,Pass Targets,SCA,Goals,Shots,Shots on Target,Tackles in Attacking 3rd,Tackles in Defensive 3rd,Tackles in Middle 3rd,Tackles Attempted,Tackles Won,Team Country,Team Name,Touches in Attacking 3rd,Touches in Attacking Penalty Area,Touches in Defensive 3rd,Touches in Defensive Penalty Area,Touches in Middle 3rd,Touches,Player Name,Assists,Nationality,xA,Key Passes,Passes into Final Third,Interceptions,Passes into Penalty Area,Crosses into Penalty Area,Clearances,Errors,Age,MP,Dribbles contested,Number of times dribbled past,Dribblers tackled,Position 1,Position 2,Position 3
6.0,0.0,5.0,5.0,0.0,0.0,3.0,2.0,95.0,7.0,4.0,199.0,4.0,0.0,2.0,0.1,0.1,0.0,0,1,7,3,5,0,0,0.0,0.0,21.0,294.0,14.0,12.0,26.0,52.0,18.0,13.0,91.0,109.0,7.0,0,2,0,2.0,3.0,4.0,9.0,4,ITA,Empoli,69.0,6.0,33.0,8.0,61.0,157.0,Filippo Bandinelli,0,ITA,0.8,6.0,7.0,3,3.0,1.0,6.0,0.0,27.0,4.0,8.0,7.0,1.0,MF,,
6.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,94.0,10.0,18.0,151.0,7.0,0.0,5.0,0.9,0.9,1.0,0,0,2,4,2,0,0,0.0,0.0,10.0,289.0,18.0,3.0,16.0,37.0,11.0,33.0,113.0,142.0,6.0,0,10,4,1.0,0.0,5.0,6.0,4,ITA,Empoli,68.0,22.0,7.0,3.0,67.0,136.0,Sam Lammers,1,NED,0.4,4.0,4.0,0,1.0,0.0,2.0,0.0,25.0,4.0,3.0,2.0,1.0,FW,,
2.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,150.0,2.0,4.0,369.0,2.0,0.0,0.0,0.1,0.1,0.0,0,1,2,3,4,0,0,0.0,0.0,32.0,297.0,3.0,8.0,19.0,30.0,8.0,3.0,144.0,147.0,6.0,0,3,0,0.0,2.0,3.0,5.0,2,ITA,Empoli,41.0,1.0,60.0,11.0,121.0,213.0,Razvan Marin,0,ROU,0.2,4.0,19.0,4,0.0,0.0,6.0,0.0,26.0,4.0,6.0,4.0,2.0,MF,,
4.0,8.0,6.0,4.0,2.0,0.0,1.0,0.0,77.0,0.0,0.0,147.0,2.0,0.0,2.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0.0,0.0,21.0,246.0,2.0,13.0,6.0,21.0,9.0,0.0,71.0,71.0,1.0,0,1,1,0.0,5.0,1.0,6.0,5,ITA,Empoli,9.0,2.0,71.0,20.0,63.0,139.0,Sebastiano Luperto,0,ITA,0.1,1.0,6.0,5,0.0,0.0,10.0,0.0,25.0,3.0,3.0,1.0,2.0,DF,,
2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,102.0,5.0,1.0,171.0,1.0,0.0,0.0,0.1,0.1,0.0,0,1,8,6,5,0,2,0.0,0.0,27.0,237.0,7.0,14.0,21.0,42.0,10.0,11.0,95.0,103.0,6.0,0,2,2,0.0,0.0,1.0,1.0,1,ITA,Empoli,35.0,3.0,26.0,1.0,72.0,128.0,Liam Henderson,0,SCO,0.5,3.0,7.0,1,3.0,3.0,0.0,0.0,26.0,4.0,7.0,7.0,0.0,MF,,
3.0,1.0,4.0,4.0,0.0,0.0,6.0,1.0,89.0,3.0,2.0,221.0,4.0,1.0,2.0,0.2,0.2,0.0,0,0,2,2,1,0,1,0.0,0.0,12.0,244.0,11.0,8.0,14.0,33.0,9.0,14.0,89.0,105.0,9.0,0,5,0,0.0,3.0,0.0,3.0,2,ITA,Empoli,48.0,3.0,18.0,1.0,67.0,119.0,Nedim Bajrami,0,ALB,0.1,4.0,5.0,1,1.0,0.0,1.0,0.0,23.0,4.0,6.0,3.0,3.0,MF,FW,
17.0,8.0,2.0,2.0,0.0,0.0,2.0,1.0,54.0,7.0,7.0,120.0,7.0,1.0,3.0,0.2,0.2,0.0,0,0,3,2,1,0,0,0.0,0.0,8.0,197.0,11.0,3.0,9.0,23.0,7.0,11.0,58.0,100.0,5.0,0,3,1,0.0,1.0,1.0,2.0,2,ITA,Empoli,39.0,8.0,9.0,2.0,32.0,76.0,Martin Satriano,0,ITA,0.1,1.0,2.0,2,2.0,0.0,1.0,0.0,21.0,4.0,2.0,2.0,0.0,FW,,
8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,4.0,47.0,2.0,0.0,2.0,1.0,1.0,0.0,0,0,0,2,3,0,2,0.0,0.0,3.0,163.0,10.0,3.0,7.0,20.0,4.0,7.0,28.0,49.0,5.0,0,5,2,1.0,0.0,1.0,2.0,1,ITA,Empoli,19.0,8.0,5.0,2.0,14.0,38.0,Mattia Destro,0,ITA,0.0,1.0,0.0,0,1.0,0.0,2.0,0.0,31.0,4.0,1.0,1.0,0.0,FW,,
1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,42.0,2.0,5.0,184.0,0.0,0.0,0.0,0.2,0.2,0.0,0,0,2,4,1,0,0,0.0,0.0,6.0,127.0,5.0,1.0,12.0,18.0,5.0,7.0,47.0,55.0,3.0,1,3,2,0.0,0.0,2.0,2.0,1,ITA,Empoli,28.0,2.0,7.0,1.0,29.0,58.0,Tommaso Baldanzi,0,ITA,0.0,1.0,4.0,0,1.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,MF,,
3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,45.0,0.0,1.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,3,2,0,0,0,0.0,0.0,12.0,126.0,5.0,8.0,12.0,25.0,10.0,2.0,41.0,44.0,1.0,0,0,0,0.0,1.0,1.0,2.0,2,ITA,Empoli,14.0,5.0,31.0,7.0,28.0,66.0,Nicolas Haas,0,SUI,0.0,1.0,2.0,2,1.0,0.0,7.0,0.0,26.0,3.0,2.0,1.0,1.0,MF,,
3.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,50.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,11.0,114.0,0.0,3.0,3.0,6.0,3.0,0.0,52.0,52.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,ITA,Empoli,0.0,0.0,56.0,24.0,32.0,81.0,Koni De Winter,0,BEL,0.0,0.0,2.0,1,0.0,0.0,5.0,0.0,20.0,2.0,0.0,0.0,0.0,DF,,
2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0.0,0.0,18.0,86.0,2.0,3.0,3.0,8.0,4.0,0.0,31.0,33.0,2.0,0,0,0,0.0,2.0,0.0,2.0,2,ITA,Empoli,10.0,1.0,21.0,3.0,35.0,62.0,Alberto Grassi,0,ITA,0.0,1.0,0.0,4,1.0,0.0,4.0,0.0,27.0,3.0,1.0,1.0,0.0,MF,,
1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,37.0,1.0,1.0,243.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,0,0,0.0,0.0,4.0,65.0,4.0,3.0,2.0,9.0,3.0,4.0,31.0,33.0,2.0,0,1,0,1.0,0.0,0.0,1.0,1,ITA,Empoli,25.0,1.0,9.0,1.0,14.0,39.0,Nicolo Cambiaghi,0,ITA,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,21.0,2.0,1.0,1.0,0.0,MF,FW,
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,2.0,26.0,0.0,2.0,0.0,2.0,2.0,0.0,9.0,10.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,ITA,Empoli,2.0,0.0,14.0,4.0,3.0,19.0,Tyronne Ebuehi,0,NGA,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,26.0,1.0,1.0,1.0,0.0,DF,,
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,2.0,11.0,1.0,2.0,2.0,5.0,4.0,6.0,8.0,9.0,0.0,0,0,0,0.0,1.0,1.0,2.0,2,ITA,Empoli,6.0,0.0,3.0,0.0,7.0,15.0,Jacopo Fazzini,0,ITA,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,1.0,MF,,
6.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,148.0,2.0,0.0,390.0,3.0,0.0,2.0,0.1,0.1,0.0,0,1,0,2,3,0,1,0.0,0.0,35.0,360.0,2.0,25.0,10.0,37.0,16.0,3.0,156.0,162.0,2.0,0,1,0,0.0,4.0,1.0,5.0,3,GER,Leverkusen,14.0,6.0,107.0,32.0,128.0,240.0,Jonathan Tah,0,GER,0.0,0.0,10.0,8,0.0,0.0,19.0,0.0,26.0,,3.0,2.0,1.0,DF,,
18.0,16.0,2.0,2.0,0.0,0.0,1.0,1.0,59.0,11.0,10.0,67.0,7.0,1.0,6.0,2.1,2.1,1.0,0,0,2,7,1,0,0,0.0,0.0,11.0,352.0,23.0,1.0,11.0,35.0,9.0,28.0,103.0,167.0,10.0,0,12,5,0.0,0.0,1.0,1.0,0,GER,Leverkusen,63.0,17.0,4.0,0.0,61.0,124.0,Patrik Schick,0,CZE,0.5,2.0,2.0,1,2.0,0.0,0.0,0.0,26.0,,0.0,0.0,0.0,FW,,
3.0,1.0,4.0,4.0,0.0,0.0,6.0,9.0,127.0,7.0,10.0,498.0,13.0,0.0,9.0,0.7,0.7,1.0,0,1,15,3,2,0,3,0.0,0.0,13.0,350.0,15.0,4.0,19.0,38.0,12.0,29.0,134.0,188.0,12.0,0,6,4,0.0,3.0,3.0,6.0,4,GER,Leverkusen,84.0,15.0,18.0,2.0,83.0,172.0,Moussa Diaby,1,FRA,1.8,11.0,2.0,3,9.0,5.0,0.0,0.0,23.0,,4.0,2.0,2.0,FW,,
4.0,7.0,4.0,1.0,3.0,0.0,1.0,0.0,180.0,1.0,1.0,729.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,4,0,0,0.0,0.0,62.0,345.0,2.0,22.0,8.0,32.0,14.0,1.0,179.0,181.0,2.0,0,1,0,3.0,6.0,1.0,10.0,5,GER,Leverkusen,9.0,1.0,133.0,33.0,158.0,289.0,Edmond Tapsoba,0,BFA,0.4,2.0,33.0,3,1.0,0.0,14.0,0.0,23.0,,6.0,4.0,2.0,DF,,
4.0,2.0,9.0,9.0,0.0,0.0,17.0,9.0,161.0,9.0,7.0,915.0,12.0,0.0,7.0,1.5,1.5,1.0,0,1,12,18,3,0,1,0.0,0.0,25.0,336.0,9.0,19.0,27.0,55.0,14.0,11.0,148.0,159.0,13.0,2,4,4,0.0,4.0,4.0,8.0,4,GER,Leverkusen,87.0,15.0,52.0,5.0,133.0,245.0,Jeremie Frimpong,0,NED,0.3,3.0,9.0,4,5.0,3.0,4.0,0.0,21.0,,7.0,5.0,2.0,DF,,
7.0,12.0,8.0,5.0,3.0,0.0,3.0,0.0,119.0,4.0,4.0,300.0,5.0,0.0,2.0,0.2,0.2,0.0,1,3,6,7,7,0,0,0.0,0.0,32.0,272.0,4.0,29.0,15.0,48.0,20.0,4.0,117.0,121.0,0.0,0,2,0,1.0,6.0,6.0,13.0,7,GER,Leverkusen,29.0,4.0,83.0,13.0,113.0,210.0,Piero Hincapie,0,ECU,0.0,0.0,4.0,7,2.0,2.0,4.0,0.0,20.0,,3.0,1.0,2.0,DF,,
2.0,3.0,7.0,7.0,0.0,0.0,5.0,1.0,136.0,6.0,6.0,244.0,4.0,0.0,2.0,0.2,0.2,0.0,0,1,3,6,4,0,1,0.0,0.0,36.0,254.0,14.0,19.0,35.0,68.0,24.0,9.0,136.0,146.0,10.0,1,5,2,1.0,3.0,9.0,13.0,7,GER,Leverkusen,44.0,3.0,55.0,10.0,123.0,209.0,Exequiel Palacios,0,ARG,0.1,2.0,9.0,4,1.0,0.0,4.0,0.0,23.0,,3.0,1.0,2.0,MF,,
1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,0.0,97.0,1.0,0.0,1.0,0.1,0.1,0.0,0,1,0,2,5,0,0,0.0,0.0,26.0,167.0,3.0,13.0,11.0,27.0,8.0,1.0,71.0,74.0,0.0,0,1,0,1.0,3.0,3.0,7.0,3,GER,Leverkusen,12.0,0.0,31.0,6.0,74.0,115.0,Robert Andrich,0,GER,0.0,0.0,5.0,4,0.0,0.0,3.0,0.0,27.0,,5.0,2.0,3.0,MF,,
2.0,1.0,7.0,7.0,0.0,0.0,2.0,0.0,97.0,4.0,2.0,152.0,3.0,0.0,2.0,0.1,0.1,0.0,0,0,3,5,2,0,0,0.0,0.0,34.0,229.0,8.0,22.0,27.0,57.0,19.0,9.0,132.0,138.0,7.0,1,3,1,0.0,3.0,7.0,10.0,6,GER,Leverkusen,34.0,5.0,50.0,5.0,121.0,199.0,Charles Aranguiz,0,CHI,0.5,3.0,14.0,5,2.0,1.0,3.0,0.0,33.0,,6.0,3.0,3.0,MF,,
3.0,1.0,6.0,4.0,2.0,0.0,1.0,0.0,96.0,5.0,3.0,265.0,4.0,0.0,0.0,0.1,0.1,0.0,0,0,5,1,6,0,0,0.0,0.0,21.0,219.0,10.0,16.0,32.0,58.0,25.0,2.0,117.0,132.0,3.0,0,4,0,0.0,1.0,2.0,3.0,2,GER,Leverkusen,47.0,2.0,36.0,3.0,103.0,178.0,Kerem Demirbay,0,GER,0.2,2.0,14.0,2,2.0,1.0,1.0,0.0,29.0,,2.0,2.0,0.0,MF,,
8.0,7.0,5.0,4.0,1.0,0.0,1.0,2.0,43.0,2.0,7.0,78.0,4.0,0.0,1.0,1.1,1.1,0.0,0,1,0,0,8,0,2,0.0,0.0,6.0,198.0,14.0,6.0,14.0,34.0,10.0,20.0,59.0,89.0,8.0,0,8,3,1.0,1.0,0.0,2.0,0,GER,Leverkusen,39.0,17.0,8.0,1.0,41.0,83.0,Sardar Azmoun,0,IRN,1.0,5.0,7.0,3,0.0,0.0,1.0,1.0,27.0,,3.0,3.0,0.0,MF,FW,
1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,70.0,3.0,1.0,168.0,5.0,1.0,2.0,0.2,0.2,0.0,1,3,1,2,4,0,0,0.0,0.0,19.0,178.0,2.0,8.0,12.0,22.0,4.0,2.0,63.0,69.0,3.0,0,4,1,0.0,2.0,3.0,5.0,3,GER,Leverkusen,30.0,1.0,42.0,9.0,52.0,117.0,Mitchel Bakker,0,NED,0.2,2.0,4.0,3,2.0,0.0,2.0,1.0,22.0,,3.0,2.0,1.0,DF,,
3.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,49.0,6.0,3.0,65.0,1.0,0.0,0.0,0.2,0.2,1.0,0,0,2,6,1,0,0,0.0,0.0,9.0,152.0,10.0,7.0,10.0,27.0,8.0,20.0,48.0,58.0,10.0,0,3,1,1.0,0.0,1.0,2.0,2,GER,Leverkusen,44.0,7.0,8.0,3.0,33.0,78.0,Adam Hlozek,0,CZE,0.3,5.0,1.0,3,2.0,0.0,3.0,1.0,20.0,,0.0,0.0,0.0,FW,,
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,1,0.0,0.0,0.0,45.0,5.0,1.0,4.0,10.0,0.0,2.0,15.0,19.0,2.0,0,0,0,0.0,0.0,1.0,1.0,0,GER,Leverkusen,10.0,0.0,3.0,0.0,7.0,17.0,Karim Bellarabi,0,GER,0.1,1.0,0.0,0,0.0,0.0,0.0,0.0,32.0,,1.0,0.0,1.0,FW,,
2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,28.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.0,37.0,3.0,4.0,6.0,13.0,5.0,1.0,15.0,17.0,1.0,0,0,0,1.0,0.0,0.0,1.0,0,GER,Leverkusen,12.0,1.0,4.0,1.0,11.0,25.0,Nadiem Amiri,0,GER,0.0,0.0,2.0,1,0.0,0.0,1.0,0.0,25.0,,2.0,1.0,1.0,MF,,
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0.0,0.0,8.0,28.0,3.0,0.0,5.0,8.0,4.0,2.0,5.0,7.0,1.0,0,0,0,0.0,0.0,1.0,1.0,1,GER,Leverkusen,6.0,1.0,2.0,0.0,8.0,16.0,Amine Adli,0,FRA,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,FW,DF,
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,96.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,2.0,25.0,1.0,0.0,1.0,2.0,1.0,2.0,12.0,13.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,GER,Leverkusen,5.0,0.0,0.0,0.0,14.0,15.0,Paulinho,0,BRA,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,FW,MF,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.0,24.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,GER,Leverkusen,1.0,0.0,7.0,2.0,11.0,19.0,Odilon Kossonou,0,CIV,0.0,0.0,1.0,1,0.0,0.0,3.0,0.0,21.0,,0.0,0.0,0.0,DF,,
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,GER,Leverkusen,3.0,0.0,0.0,0.0,3.0,5.0,Timothy Fosu-Mensah,0,NED,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,0.0,DF,,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,GER,Leverkusen,1.0,0.0,0.0,0.0,1.0,2.0,Joel Pohjanpalo,0,FIN,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,,0.0,0.0,0.0,DF,,
7.0,18.0,9.0,5.0,4.0,0.0,1.0,0.0,121.0,2.0,1.0,290.0,3.0,0.0,1.0,0.0,0.0,0.0,0,2,0,2,4,0,0,0.0,0.0,59.0,360.0,1.0,17.0,18.0,36.0,7.0,0.0,111.0,111.0,2.0,0,1,0,2.0,2.0,1.0,5.0,3,GER,Augsburg,7.0,0.0,158.0,49.0,80.0,234.0,Jeffrey Gouweleeuw,0,NED,0.1,2.0,7.0,7,1.0,0.0,28.0,0.0,31.0,4.0,7.0,4.0,3.0,DF,,
3.0,5.0,10.0,8.0,2.0,0.0,3.0,1.0,90.0,4.0,5.0,266.0,1.0,0.0,1.0,0.1,0.1,0.0,0,2,1,16,6,0,0,0.0,0.0,36.0,343.0,13.0,13.0,27.0,53.0,17.0,11.0,92.0,105.0,7.0,0,1,0,0.0,2.0,7.0,9.0,5,GER,Augsburg,28.0,4.0,48.0,6.0,88.0,154.0,Elvis Rexhbecaj,0,GER,0.1,2.0,12.0,1,2.0,1.0,2.0,0.0,24.0,4.0,9.0,5.0,4.0,MF,,
4.0,4.0,10.0,7.0,3.0,0.0,1.0,0.0,105.0,3.0,6.0,254.0,2.0,0.0,0.0,0.1,0.1,2.0,0,0,3,3,3,0,0,0.0,0.0,24.0,325.0,11.0,22.0,25.0,58.0,18.0,7.0,112.0,126.0,8.0,0,1,0,0.0,6.0,2.0,8.0,5,GER,Augsburg,52.0,3.0,73.0,16.0,91.0,210.0,Iago,0,BRA,0.1,3.0,10.0,5,3.0,0.0,5.0,1.0,25.0,4.0,6.0,4.0,2.0,DF,,
4.0,2.0,4.0,4.0,0.0,0.0,5.0,2.0,105.0,11.0,5.0,289.0,2.0,0.0,1.0,0.3,0.3,0.0,0,0,3,3,4,0,0,0.0,0.0,23.0,320.0,7.0,9.0,24.0,40.0,7.0,7.0,106.0,125.0,7.0,0,7,2,0.0,1.0,0.0,1.0,0,GER,Augsburg,59.0,8.0,31.0,1.0,80.0,161.0,Arne Maier,0,GER,0.2,5.0,2.0,3,1.0,1.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,MF,,
26.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,51.0,4.0,8.0,81.0,8.0,1.0,4.0,0.6,0.6,1.0,0,1,3,5,7,0,3,0.0,0.0,12.0,246.0,24.0,1.0,17.0,42.0,12.0,17.0,57.0,131.0,5.0,1,6,3,3.0,0.0,1.0,4.0,3,GER,Augsburg,40.0,12.0,2.0,0.0,45.0,85.0,Ermedin Demirovic,1,BIH,0.2,1.0,2.0,2,1.0,0.0,0.0,0.0,24.0,4.0,1.0,1.0,0.0,FW,,
5.0,1.0,8.0,7.0,1.0,0.0,6.0,3.0,83.0,2.0,2.0,326.0,6.0,0.0,3.0,0.0,0.0,0.0,0,1,6,1,4,0,0,0.0,0.0,22.0,296.0,7.0,23.0,10.0,40.0,8.0,6.0,72.0,87.0,7.0,0,2,0,1.0,4.0,0.0,5.0,4,GER,Augsburg,42.0,3.0,58.0,9.0,68.0,157.0,Mads Pedersen,0,DEN,0.3,4.0,1.0,3,3.0,1.0,8.0,0.0,26.0,4.0,6.0,4.0,2.0,DF,,
6.0,5.0,5.0,4.0,1.0,0.0,1.0,0.0,69.0,1.0,0.0,182.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,7,0,0,1.0,0.0,21.0,275.0,6.0,20.0,26.0,52.0,15.0,2.0,65.0,79.0,3.0,0,0,0,0.0,5.0,3.0,8.0,7,GER,Augsburg,11.0,0.0,51.0,7.0,67.0,117.0,Carlos Gruezo,0,ECU,0.0,2.0,2.0,5,2.0,0.0,7.0,0.0,27.0,4.0,5.0,4.0,1.0,MF,,
11.0,11.0,2.0,2.0,0.0,0.0,1.0,0.0,108.0,4.0,0.0,202.0,0.0,0.0,0.0,0.1,0.1,0.0,0,2,1,4,2,0,0,0.0,0.0,33.0,273.0,0.0,18.0,12.0,30.0,11.0,0.0,100.0,108.0,0.0,0,2,0,0.0,3.0,2.0,5.0,3,GER,Augsburg,10.0,4.0,99.0,28.0,66.0,165.0,Maximilian Bauer,0,GER,0.0,0.0,10.0,4,0.0,0.0,17.0,0.0,22.0,4.0,4.0,1.0,3.0,DF,,
5.0,16.0,6.0,1.0,5.0,0.0,1.0,0.0,81.0,6.0,2.0,139.0,2.0,0.0,2.0,0.0,0.0,1.0,0,0,2,1,5,0,0,0.0,0.0,36.0,270.0,1.0,15.0,21.0,37.0,18.0,1.0,76.0,81.0,2.0,0,0,0,0.0,4.0,3.0,7.0,4,GER,Augsburg,8.0,3.0,87.0,27.0,73.0,163.0,Ohis Felix Uduokhai,1,GER,0.2,2.0,3.0,6,0.0,0.0,20.0,0.0,24.0,3.0,6.0,4.0,2.0,DF,,
5.0,5.0,3.0,1.0,2.0,0.0,3.0,0.0,66.0,6.0,6.0,98.0,2.0,0.0,1.0,0.4,0.4,0.0,0,0,1,4,4,0,0,0.0,0.0,12.0,242.0,12.0,8.0,24.0,44.0,15.0,18.0,75.0,105.0,5.0,1,5,1,2.0,1.0,0.0,3.0,2,GER,Augsburg,44.0,8.0,12.0,1.0,52.0,103.0,Fredrik Jensen,0,FIN,0.2,4.0,3.0,0,2.0,0.0,2.0,0.0,24.0,4.0,2.0,1.0,1.0,FW,MF,
3.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,33.0,0.0,2.0,126.0,2.0,0.0,2.0,0.2,0.2,0.0,0,0,0,3,0,0,0,0.0,0.0,10.0,104.0,1.0,6.0,4.0,11.0,4.0,3.0,33.0,36.0,2.0,0,4,1,0.0,1.0,0.0,1.0,0,GER,Augsburg,17.0,3.0,27.0,10.0,30.0,67.0,Daniel Caligiuri,0,ITA,0.0,1.0,4.0,1,2.0,0.0,5.0,0.0,34.0,4.0,1.0,1.0,0.0,DF,,
11.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,13.0,2.0,5.0,46.0,1.0,0.0,0.0,0.1,0.1,0.0,0,0,0,1,1,0,0,0.0,0.0,2.0,104.0,5.0,3.0,12.0,20.0,7.0,3.0,16.0,39.0,0.0,1,1,1,0.0,1.0,1.0,2.0,1,GER,Augsburg,12.0,1.0,6.0,2.0,15.0,32.0,Andre Hahn,0,GER,0.0,0.0,1.0,2,0.0,0.0,2.0,0.0,32.0,3.0,3.0,2.0,1.0,FW,,
5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,7.0,99.0,0.0,6.0,9.0,15.0,6.0,0.0,12.0,12.0,0.0,0,0,0,0.0,2.0,2.0,4.0,4,GER,Augsburg,1.0,0.0,21.0,5.0,9.0,31.0,Robert Gumny,0,POL,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,24.0,2.0,2.0,1.0,1.0,DF,,
7.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,28.0,1.0,4.0,91.0,2.0,0.0,1.0,0.1,0.1,0.0,0,0,0,0,0,0,0,0.0,0.0,9.0,95.0,4.0,5.0,10.0,19.0,4.0,8.0,22.0,40.0,2.0,0,1,0,0.0,1.0,0.0,1.0,0,GER,Augsburg,14.0,1.0,6.0,0.0,22.0,38.0,Ricardo Pepi,0,USA,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,0.0,1.0,FW,MF,
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0,3.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,0,0.0,0.0,7.0,76.0,3.0,10.0,5.0,18.0,5.0,1.0,22.0,23.0,1.0,0,0,0,0.0,3.0,2.0,5.0,4,GER,Augsburg,20.0,0.0,10.0,0.0,23.0,50.0,Raphael Framberger,0,GER,0.2,1.0,0.0,1,1.0,0.0,0.0,0.0,26.0,1.0,3.0,3.0,0.0,DF,,
